"","directorio","p6050","fex_c","ingtot","ocu","p6210s1","p6210","maxEducLevel","p6426","age","sex","estrato1","formal","informal","clase","oficio","sizeFirm","p7040","hoursWorkUsual","relab","cuentaPropia","microEmpresa","college","mean_ingtot","ingtot_boxcox","age_2","nuevo_pred","residuos","prediccion1","prediccion1_boxcox","female","log_income","predict_gender","femalenum","res_y","res_f","maxEducLevel_years","p6210_years","exp_pot_maxedu","exp_pot_p6210","exp_pot_p6210_2","dos_trabajo"
"680","4526792","2",302.816897756382,4e+05,"1","11","5","6",6,26,"0","2","0","1","1","57","1","2",42,"4","1","1","1",835602.249999999,16.281332745373,676,1270566.91327107,-870566.913271072,1270566.91327108,17.7561710073654,"1",12.8992198260901,1628334.84172804,1,-0.376230413734129,0.532377823845241,11,13,10,8,64,0
"681","4526792","9",302.816897756382,882333.416666667,"1","11","5","6",12,19,"0","2","1","0","1","45","5","2",48,"1","0","0","1",835602.249999999,17.5379352942806,361,939778.480038105,-57445.063371438,939778.480038114,17.4279244830304,"1",13.6903252869877,1572796.00766312,1,0.0722753939096913,0.653003506467424,11,13,3,1,1,0
"682","4526792","1",302.816897756382,1224473.33333333,"1","11","5","6",18,27,"1","2","1","0","1","39","5","2",48,"1","0","0","1",835602.249999999,18.0686715612663,729,1312158.06634805,-87684.733014721,1312158.06634806,17.7944612761667,"0",14.0180213775409,1811681.0737787,0,0.200798679698404,-0.403513629752209,11,13,11,9,81,0
"683","4526793","1",299.140446051598,3e+06,"1","3","6","7",84,41,"0","3","1","0","1","51","2","2",70,"5","0","1","0",3e+06,19.551287830667,1681,1745745.35307281,1254254.64692719,1745745.35307283,18.1047201291619,"1",14.9141228466324,1633151.28137697,1,0.440024779718186,0.459099667956456,15,19,21,17,289,0
"684","4526794","3",234.420689699086,1625000,"1","4","6","7",26,28,"1","3","1","0","1","33","5","2",40,"1","0","0","0",1625000,18.5319094043253,784,1352333.13507881,272666.864921189,1352333.13507882,17.8306010220135,"0",14.301018373746,1361176.35247874,0,0.0342005781651226,-0.513025091620126,15,19,8,4,16,0
"685","4526795","3",151.920074078135,737717,"1","1","6","7",6,18,"0","2","0","1","1","3","5","2",48,"1","0","0","0",746050.333333333,17.250557594482,324,886858.652191379,-149141.652191379,886858.652191388,17.3724300305932,"1",13.5113155612049,1654937.15034586,1,0.124839018670639,0.508427995224929,15,19,-2,0,0,0
"686","4526795","1",151.920074078135,754383.666666667,"1","0","6","7",2,38,"0","2","1","0","1","33","5","2",48,"1","0","0","0",746050.333333333,17.2863252445351,1444,1676199.1833444,-921815.516677731,1676199.18334441,18.0737197179836,"1",13.533656359307,1212705.65013923,1,-0.725929680109618,0.464214294133006,15,19,18,14,196,0
"687","4526796","1",239.228206856264,1503806.66666667,"1","11","5","6",324,54,"0","3","1","0","1","39","5","2",48,"2","0","0","1",1503806.66666667,18.4045822892717,2916,1899839.3165559,-396032.649889226,1899839.31655591,18.0154008569994,"1",14.2235102291299,1348079.74833722,1,-0.151814148829059,0.620213564730133,11,13,38,36,1296,0
"688","4526797","1",429.27183342678,1200000,"1","2","6","7",300,40,"0","3","1","0","1","59","5","2",40,"1","0","0","0",1200000,18.03579778489,1600,1723979.38084289,-523979.380842893,1723979.3808429,18.0965371817236,"1",13.9978321147582,1212705.65013923,1,-0.706172453994396,0.514399054434485,15,19,20,16,256,0
"689","4526798","3",210.482167157373,1444473.33333333,"1","6","6","7",2,24,"0","3","1","0","1","12","4","2",40,"1","0","0","0",1163403.375,18.3385886424322,576,1183136.35407846,261336.97925487,1183136.35407847,17.6731389008994,"1",14.1832553378896,1550550.25685697,1,0.0252563179996426,0.505807924054866,15,19,4,0,0,0
"690","4526798","5",210.482167157373,882333.416666667,"1","11","5","6",144,48,"0","3","1","0","1","45","2","2",48,"1","0","1","1",1163403.375,17.5379352942806,2304,1858456.79698814,-976123.380321471,1858456.79698815,18.1017861185036,"1",13.6903252869877,1517339.10852648,1,-0.534874142434588,0.560334114328436,11,13,32,30,900,0
"691","4526800","1",243.471239664797,1e+06,"1","8","4","5",240,42,"1","2","0","1","1","45","1","2",60,"4","1","1","0",1100000,17.7399710600835,1764,1766095.24095652,-766095.240956515,1766095.24095653,18.1107525536456,"0",13.8155105579643,1245900.73494363,0,0.240710812932092,-0.458496100474546,10,9,27,28,784,0
"692","4526800","2",243.471239664797,1200000,"1","9","4","5",264,35,"0","2","0","1","1","44","1","2",48,"4","1","1","0",1100000,18.03579778489,1225,1593908.25450002,-393908.254500015,1593908.25450003,18.0233646002148,"1",13.9978321147582,1054572.32264917,1,0.44315348085191,0.560635933550357,10,9,20,21,441,0
"693","4526801","1",193.642340868644,1195473.33333333,"1","11","5","6",60,46,"1","3","1","0","1","53","4","2",65,"1","0","0","1",1008165.16666666,18.0296465023979,2116,1833333.94902914,-637860.615695808,1833333.94902915,18.1133770220356,"0",13.9940527597625,700882.687219472,0,-0.146050657276595,-0.462862983108849,11,13,30,28,784,0
"694","4526801","3",193.642340868644,820857,"1","2","6","7",1,21,"0","3","1","0","1","39","4","2",48,"1","0","0","0",1008165.16666666,17.4217778763327,441,1041369.8826929,-220512.882692902,1041369.88269291,17.5324618190415,"1",13.6181041954319,1654937.15034586,1,-0.464867944129267,0.527835534965071,15,19,1,0,0,0
"695","4526803","2",194.208921972393,4e+05,"1","6","4","5",96,40,"0","3","0","1","1","55","3","2",40,"1","0","0","0",833333.333333333,16.281332745373,1600,1723979.38084289,-1323979.38084289,1723979.3808429,18.0965371817236,"1",12.8992198260901,1269586.39693347,1,-0.62106976141338,0.486359071424162,10,9,25,26,676,0
"696","4526803","1",194.208921972393,1e+06,"1","11","5","6",1,46,"1","3","1","0","1","53","3","2",48,"1","0","0","1",833333.333333333,17.7399710600835,2116,1833333.94902914,-833333.949029138,1833333.94902915,18.1133770220356,"0",13.8155105579643,1981285.21345822,0,-0.260610032069794,-0.477645560828223,11,13,30,28,784,0
"697","4526803","3",194.208921972393,1100000,"1","11","5","6",1,20,"0","3","1","0","1","45","5","2",48,"1","0","0","1",833333.333333333,17.8943828857525,400,991282.223538613,108717.776461387,991282.223538622,17.4812684125132,"1",13.9108207377686,1322825.66704098,1,0.167472765461899,0.620701831297895,11,13,4,2,4,0
"698","4526804","2",205.425424579072,6e+05,"1","10","5","6",12,46,"0","2","0","1","1","54","1","2",40,"1","0","1","1",991570,16.9210564734319,2116,1833333.94902914,-1233333.94902914,1833333.94902915,18.1133770220356,"1",13.3046849341983,1534399.86727757,1,-0.16554509407743,0.479049081613567,11,13,30,28,784,0
"699","4526804","1",205.425424579072,1383140,"1","8","4","5",12,46,"1","2","1","0","1","53","5","2",48,"1","0","0","0",991570,18.2675612270565,2116,1833333.94902914,-450193.949029137,1833333.94902915,18.1133770220356,"0",14.1398668347354,2052396.85111938,0,0.302152697308266,-0.448344530684905,10,9,31,32,1024,0
"700","4526805","2",477.967570015435,1712000,"1","3","6","7",74,38,"0","3","1","0","1","32","5","2",48,"2","0","0","0",1356000,18.617780079441,1444,1676199.1833444,35800.8166556024,1676199.18334441,18.0737197179836,"1",14.3531728356838,1480486.48350926,1,-0.0936882536137315,0.461175492238654,15,19,18,14,196,0
"701","4526805","1",477.967570015435,1e+06,"1","3","6","7",89,39,"1","3","1","0","1","3","1","2",40,"4","1","1","0",1356000,17.7399710600835,1521,1700797.32426675,-700797.324266755,1700797.32426677,18.0862037113309,"0",13.8155105579643,1612652.33112363,0,-0.654209926587701,-0.536940337014784,15,19,19,15,225,0
"702","4526807","1",243.45515246432,1400000,"1","11","5","6",97,46,"1","3","0","1","1","45","2","2",70,"5","0","1","1",1400000,18.2873843826383,2116,1833333.94902914,-433333.949029137,1833333.94902915,18.1133770220356,"0",14.1519827945855,1304587.48843098,0,0.480379805393847,-0.520732542139228,11,13,30,28,784,0
"703","4526808","1",263.173807888541,480000,"1","7","4","5",120,40,"0","2","0","1","1","51","2","2",60,"1","0","1","0",365000,16.5678743679411,1600,1723979.38084289,-1243979.38084289,1723979.3808429,18.0965371817236,"1",13.0815413828841,1296661.21657307,1,-0.355580805458552,0.513450881133088,10,9,25,26,676,0
"704","4526808","2",263.173807888541,250000,"1","5","3","4",12,42,"1","2","0","1","1","53","2","2",48,"1","0","1","0",365000,15.5509927432217,1764,1766095.24095652,-1516095.24095652,1766095.24095653,18.1107525536456,"0",12.4292161968444,2083323.68450076,0,-0.914274760938675,-0.48388408623171,5,5,32,32,1024,0
"705","4526809","5",238.362792140527,2583333,"1","2","6","7",18,28,"1","3","1","0","1","41","2","2",48,"1","0","1","0",2583333,19.3006593696438,784,1352333.13507881,1230999.86492119,1352333.13507882,17.8306010220135,"0",14.7645909836292,1361176.35247874,0,0.506448825608305,-0.515029508938008,15,19,8,4,16,0
"706","4526810","1",301.180370082748,1200000,"1","6","4","5",36,25,"1","2","0","1","1","45","2","2",48,"4","1","1","0",6e+05,18.03579778489,625,1227559.67584788,-27559.6758478752,1227559.67584789,17.7157302156096,"0",13.9978321147582,1958262.58044395,0,0.852251557884651,-0.448254147522289,10,9,10,11,121,0
"707","4526810","2",301.180370082748,6e+05,"1","10","5","6",36,22,"0","2","0","1","1","53","2","2",30,"6","0","1","1",6e+05,16.9210564734319,484,1090041.45750097,-490041.457500973,1090041.45750098,17.5815047026153,"1",13.3046849341983,1517339.10852648,1,0.0885203667258303,0.567516627732856,11,13,6,4,16,0
"708","4526811","1",206.91485470695,7e+05,"1","11","5","6",2,38,"1","1","0","1","1","98","2","2",48,"1","0","1","1",7e+05,17.1666464379872,1444,1676199.1833444,-976199.183344398,1676199.18334441,18.0737197179836,"0",13.4588356140255,1876607.34476358,0,0.0934020447884761,-0.471098789577285,11,13,22,20,400,0
"709","4526812","1",238.950442180213,1e+06,"1","5","3","4",24,52,"1","1","0","1","1","41","1","2",70,"4","1","1","0",893500,17.7399710600835,2704,1891709.48075152,-891709.480751517,1891709.48075153,18.0527980359855,"0",13.8155105579643,1415667.3270869,0,0.561804442947202,-0.42304322598722,5,5,42,42,1764,0
"710","4526812","2",238.950442180213,787000,"1","11","5","6",70,48,"0","1","0","1","1","54","1","2",60,"3","0","1","1",893500,17.35416740844,2304,1858456.79698814,-1071456.79698814,1858456.79698815,18.1017861185036,"1",13.5759835273995,1499367.98060372,1,0.121660697932258,0.542812479037747,11,13,32,30,900,0
"711","4526813","5",222.637605988658,964806.666666667,"1","11","5","6",7,35,"1","1","1","0","1","97","5","2",48,"1","0","0","1",882403.333333333,17.6820592611927,1225,1593908.25450002,-629101.587833349,1593908.25450003,18.0233646002148,"0",13.7796830148262,1415667.3270869,0,-0.0732497673169662,-0.39500172596694,11,13,19,17,289,0
